country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
JPN,2014,3,short,3,10,51,23,6,5,2,4,5,7,12,17,31,59,103,222,394,866,2067,4980,17738,11501,28868,22863,48008,.,.
JPN,2014,3,short,3,11,57,6,2,1,2,3,7,7,8,14,20,37,76,178,332,786,1719,3674,10126,7317,15138,12664,23021,.,.
JPN,2014,3,short,3,12,63,6,2,1,2,5,6,14,28,59,105,169,228,307,393,572,950,1753,4606,3231,7061,5929,10670,.,.
JPN,2014,3,short,3,13,3,1,0,0,1,1,0,1,3,7,8,11,24,40,60,113,197,310,690,522,990,793,1618,.,.
JPN,2014,3,short,3,14,3,2,1,0,0,1,1,4,4,6,14,26,44,90,152,312,657,1532,5038,3379,8000,6629,12367,.,.
JPN,2014,3,short,3,15,1541,41,8,4,5,5,5,4,4,5,4,6,7,9,9,13,17,28,69,58,88,82,105,.,.
JPN,2014,3,short,3,16,122,38,24,36,135,289,302,288,290,314,377,428,471,485,605,788,1191,1890,3857,2992,5401,4600,7955,.,.
JPN,2015,3,short,3,0,1959,193,86,84,205,357,413,493,652,1013,1570,2532,3816,6065,9247,14724,24275,44658,116064,82455,174279,144713,267573,.,.
JPN,2015,3,short,3,1,56,17,4,2,2,4,4,5,9,13,25,40,69,116,180,318,577,1079,2364,1898,3170,2852,4174,.,.
JPN,2015,3,short,3,2,38,23,24,23,29,33,57,98,166,313,554,1046,1828,3071,4762,6937,9676,14435,22821,20385,27040,25982,30379,.,.
JPN,2015,3,short,3,3,14,4,2,1,1,0,1,2,3,2,4,6,11,17,26,50,86,168,458,333,674,545,1080,.,.
JPN,2015,3,short,3,4,9,3,1,1,2,4,4,6,10,18,29,44,71,108,165,254,433,787,2071,1465,3119,2565,4870,.,.
JPN,2015,3,short,3,5,0,0,0,0,0,2,1,3,4,7,9,12,15,22,28,53,129,384,2291,1131,4301,3038,8288,.,.
JPN,2015,3,short,3,6,43,20,8,5,9,12,13,12,16,19,25,41,66,119,194,359,683,1307,3129,2384,4420,3773,6462,.,.
JPN,2015,3,short,3,7,57,13,5,3,9,15,25,35,69,130,222,353,488,795,1178,1905,3489,7307,25497,15796,42299,33009,71612,.,.
JPN,2015,3,short,3,8,3,1,2,3,3,4,8,19,39,88,145,222,298,434,641,1129,2085,4326,12910,8664,20267,16443,32332,.,.
JPN,2015,3,short,3,9,4,0,0,0,1,1,2,4,9,16,32,47,65,112,183,271,452,880,2216,1701,3108,2700,4396,.,.
JPN,2015,3,short,3,10,32,18,6,3,3,5,5,10,9,15,25,53,93,197,382,857,1992,4881,17843,11330,29126,23323,47434,.,.
JPN,2015,3,short,3,11,73,7,2,2,3,5,6,6,10,12,21,39,73,170,346,816,1734,3664,10343,7463,15332,12690,23668,.,.
JPN,2015,3,short,3,12,58,6,2,2,4,4,8,12,24,59,105,175,226,303,391,568,944,1712,4542,3115,7015,5718,11105,.,.
JPN,2015,3,short,3,13,2,1,0,0,1,1,2,2,3,6,7,14,21,35,62,106,189,322,701,511,1032,859,1578,.,.
JPN,2015,3,short,3,14,0,1,0,0,1,1,3,4,5,8,14,22,41,88,151,300,629,1484,5010,3340,7903,6557,12148,.,.
JPN,2015,3,short,3,15,1441,43,7,5,3,3,6,4,4,3,5,3,7,8,10,14,17,30,70,51,103,88,152,.,.
JPN,2015,3,short,3,16,128,36,22,34,135,264,267,270,271,303,346,416,444,469,549,788,1161,1891,3797,2889,5369,4569,7894,.,.
JPN,2016,3,short,3,0,1992,175,75,80,196,354,403,475,650,969,1554,2492,3792,5907,9259,14442,23771,43549,114653,80445,172148,143332,262429,.,.
JPN,2016,3,short,3,1,78,19,5,1,3,3,4,5,7,15,21,41,69,111,175,302,522,1046,2358,1847,3217,2915,4161,.,.
JPN,2016,3,short,3,2,30,18,20,19,23,31,56,99,177,299,560,1038,1769,2994,4749,6835,9558,14198,22937,20342,27299,26087,31097,.,.
JPN,2016,3,short,3,3,18,2,1,1,1,1,1,1,2,3,5,8,9,17,29,45,81,188,472,328,714,605,1055,.,.
JPN,2016,3,short,3,4,28,3,1,1,1,4,5,6,12,18,31,46,73,109,164,244,442,782,2040,1443,3042,2511,4705,.,.
JPN,2016,3,short,3,5,0,0,0,0,0,1,2,5,3,6,9,13,16,24,32,57,132,392,2387,1142,4481,3138,8690,.,.
JPN,2016,3,short,3,6,37,15,7,7,10,13,12,12,14,17,25,46,69,115,201,365,707,1380,3382,2498,4867,4166,7062,.,.
JPN,2016,3,short,3,7,46,11,3,4,8,20,27,39,68,125,224,346,507,766,1193,1899,3381,7030,25179,15241,41883,32688,70694,.,.
JPN,2016,3,short,3,8,4,1,1,2,3,5,8,17,40,90,139,216,297,420,638,1052,1990,4106,12190,8036,19172,15670,30144,.,.
JPN,2016,3,short,3,9,2,0,0,0,0,2,1,3,10,18,32,51,83,107,188,290,467,902,2276,1690,3259,2903,4376,.,.
JPN,2016,3,short,3,10,44,18,6,5,3,3,6,8,12,16,29,53,99,207,388,847,1900,4607,16760,10625,27071,21557,44348,.,.
JPN,2016,3,short,3,11,64,8,2,2,3,3,5,5,8,13,21,39,75,169,348,811,1730,3641,10424,7290,15693,13135,23706,.,.
JPN,2016,3,short,3,12,71,6,2,2,3,4,6,14,24,58,106,166,231,301,393,551,915,1674,4512,3107,6873,5724,10473,.,.
JPN,2016,3,short,3,13,1,1,0,1,0,1,2,2,4,5,8,12,24,37,65,107,190,325,724,523,1062,867,1674,.,.
JPN,2016,3,short,3,14,5,1,1,1,1,1,3,4,4,7,12,24,42,86,159,292,635,1490,5080,3386,7927,6575,12162,.,.
JPN,2016,3,short,3,15,1444,44,7,5,5,6,4,5,4,5,5,6,6,10,10,12,18,28,68,58,87,74,128,.,.
JPN,2016,3,short,3,16,118,28,18,30,133,255,261,251,262,272,326,387,425,434,528,733,1101,1759,3863,2889,5502,4718,7956,.,.
